R,P,S,M,Size,Well Mixed,Random
24,51,87,94,16,false,true
87,38,43,88,16,false,true
35,141,17,63,16,false,true
43,97,93,23,16,false,true
86,110,29,31,16,false,true
6,4,199,47,16,false,true
39,32,127,58,16,false,true
83,39,78,56,16,false,true
82,76,40,58,16,false,true
44,38,72,102,16,false,true
90,14,28,124,16,false,true
41,52,38,125,16,false,true
60,3,69,124,16,false,true
158,0,9,89,16,false,true
205,0,0,51,16,false,true
222,0,0,34,16,false,true
226,0,0,30,16,false,true
219,0,0,37,16,false,true
226,0,0,30,16,false,true
209,0,0,47,16,false,true
201,0,0,55,16,false,true
205,0,0,51,16,false,true
231,0,0,25,16,false,true
214,0,0,42,16,false,true
201,0,0,55,16,false,true
230,0,0,26,16,false,true
249,0,0,7,16,false,true
221,0,0,35,16,false,true
223,0,0,33,16,false,true
241,0,0,15,16,false,true
234,0,0,22,16,false,true
235,0,0,21,16,false,true
226,0,0,30,16,false,true
212,0,0,44,16,false,true
222,0,0,34,16,false,true
205,0,0,51,16,false,true
208,0,0,48,16,false,true
213,0,0,43,16,false,true
222,0,0,34,16,false,true
219,0,0,37,16,false,true
212,0,0,44,16,false,true
189,0,0,67,16,false,true
215,0,0,41,16,false,true
173,0,0,83,16,false,true
201,0,0,55,16,false,true
181,0,0,75,16,false,true
153,0,0,103,16,false,true
141,0,0,115,16,false,true
134,0,0,122,16,false,true
120,0,0,136,16,false,true
92,0,0,164,16,false,true
129,0,0,127,16,false,true
160,0,0,96,16,false,true
176,0,0,80,16,false,true
157,0,0,99,16,false,true
157,0,0,99,16,false,true
161,0,0,95,16,false,true
149,0,0,107,16,false,true
144,0,0,112,16,false,true
113,0,0,143,16,false,true
31,0,0,225,16,false,true
28,0,0,228,16,false,true
28,0,0,228,16,false,true
1,0,0,255,16,false,true
0,0,0,256,16,false,true
