R,P,S,M,Size,Well Mixed,Random
92,24,81,59,16,false,true
9,104,83,60,16,false,true
47,10,129,70,16,false,true
183,0,5,68,16,false,true
174,0,0,82,16,false,true
194,0,0,62,16,false,true
187,0,0,69,16,false,true
200,0,0,56,16,false,true
198,0,0,58,16,false,true
143,0,0,113,16,false,true
138,0,0,118,16,false,true
117,0,0,139,16,false,true
134,0,0,122,16,false,true
119,0,0,137,16,false,true
124,0,0,132,16,false,true
122,0,0,134,16,false,true
126,0,0,130,16,false,true
103,0,0,153,16,false,true
81,0,0,175,16,false,true
78,0,0,178,16,false,true
70,0,0,186,16,false,true
127,0,0,129,16,false,true
126,0,0,130,16,false,true
149,0,0,107,16,false,true
150,0,0,106,16,false,true
141,0,0,115,16,false,true
115,0,0,141,16,false,true
118,0,0,138,16,false,true
101,0,0,155,16,false,true
119,0,0,137,16,false,true
111,0,0,145,16,false,true
118,0,0,138,16,false,true
102,0,0,154,16,false,true
115,0,0,141,16,false,true
91,0,0,165,16,false,true
94,0,0,162,16,false,true
86,0,0,170,16,false,true
62,0,0,194,16,false,true
99,0,0,157,16,false,true
97,0,0,159,16,false,true
76,0,0,180,16,false,true
125,0,0,131,16,false,true
133,0,0,123,16,false,true
91,0,0,165,16,false,true
113,0,0,143,16,false,true
123,0,0,133,16,false,true
141,0,0,115,16,false,true
140,0,0,116,16,false,true
118,0,0,138,16,false,true
135,0,0,121,16,false,true
87,0,0,169,16,false,true
92,0,0,164,16,false,true
74,0,0,182,16,false,true
106,0,0,150,16,false,true
113,0,0,143,16,false,true
109,0,0,147,16,false,true
128,0,0,128,16,false,true
146,0,0,110,16,false,true
148,0,0,108,16,false,true
150,0,0,106,16,false,true
190,0,0,66,16,false,true
174,0,0,82,16,false,true
177,0,0,79,16,false,true
171,0,0,85,16,false,true
178,0,0,78,16,false,true
176,0,0,80,16,false,true
170,0,0,86,16,false,true
159,0,0,97,16,false,true
119,0,0,137,16,false,true
90,0,0,166,16,false,true
107,0,0,149,16,false,true
106,0,0,150,16,false,true
123,0,0,133,16,false,true
115,0,0,141,16,false,true
148,0,0,108,16,false,true
127,0,0,129,16,false,true
157,0,0,99,16,false,true
143,0,0,113,16,false,true
188,0,0,68,16,false,true
172,0,0,84,16,false,true
134,0,0,122,16,false,true
129,0,0,127,16,false,true
146,0,0,110,16,false,true
182,0,0,74,16,false,true
188,0,0,68,16,false,true
192,0,0,64,16,false,true
200,0,0,56,16,false,true
219,0,0,37,16,false,true
214,0,0,42,16,false,true
224,0,0,32,16,false,true
241,0,0,15,16,false,true
241,0,0,15,16,false,true
203,0,0,53,16,false,true
216,0,0,40,16,false,true
201,0,0,55,16,false,true
179,0,0,77,16,false,true
157,0,0,99,16,false,true
127,0,0,129,16,false,true
141,0,0,115,16,false,true
130,0,0,126,16,false,true
125,0,0,131,16,false,true
117,0,0,139,16,false,true
101,0,0,155,16,false,true
115,0,0,141,16,false,true
82,0,0,174,16,false,true
85,0,0,171,16,false,true
84,0,0,172,16,false,true
93,0,0,163,16,false,true
81,0,0,175,16,false,true
76,0,0,180,16,false,true
75,0,0,181,16,false,true
74,0,0,182,16,false,true
52,0,0,204,16,false,true
57,0,0,199,16,false,true
45,0,0,211,16,false,true
45,0,0,211,16,false,true
22,0,0,234,16,false,true
34,0,0,222,16,false,true
27,0,0,229,16,false,true
55,0,0,201,16,false,true
80,0,0,176,16,false,true
63,0,0,193,16,false,true
64,0,0,192,16,false,true
80,0,0,176,16,false,true
69,0,0,187,16,false,true
55,0,0,201,16,false,true
66,0,0,190,16,false,true
80,0,0,176,16,false,true
64,0,0,192,16,false,true
63,0,0,193,16,false,true
42,0,0,214,16,false,true
52,0,0,204,16,false,true
63,0,0,193,16,false,true
53,0,0,203,16,false,true
54,0,0,202,16,false,true
91,0,0,165,16,false,true
91,0,0,165,16,false,true
126,0,0,130,16,false,true
155,0,0,101,16,false,true
158,0,0,98,16,false,true
