R,P,S,M,Size,Well Mixed,Random
54,70,32,100,16,false,true
11,82,63,100,16,false,true
33,5,124,94,16,false,true
166,0,19,71,16,false,true
162,0,0,94,16,false,true
199,0,0,57,16,false,true
193,0,0,63,16,false,true
199,0,0,57,16,false,true
181,0,0,75,16,false,true
151,0,0,105,16,false,true
119,0,0,137,16,false,true
124,0,0,132,16,false,true
143,0,0,113,16,false,true
139,0,0,117,16,false,true
155,0,0,101,16,false,true
169,0,0,87,16,false,true
155,0,0,101,16,false,true
171,0,0,85,16,false,true
208,0,0,48,16,false,true
183,0,0,73,16,false,true
178,0,0,78,16,false,true
126,0,0,130,16,false,true
160,0,0,96,16,false,true
130,0,0,126,16,false,true
152,0,0,104,16,false,true
146,0,0,110,16,false,true
138,0,0,118,16,false,true
156,0,0,100,16,false,true
170,0,0,86,16,false,true
168,0,0,88,16,false,true
140,0,0,116,16,false,true
82,0,0,174,16,false,true
75,0,0,181,16,false,true
96,0,0,160,16,false,true
63,0,0,193,16,false,true
67,0,0,189,16,false,true
70,0,0,186,16,false,true
97,0,0,159,16,false,true
98,0,0,158,16,false,true
99,0,0,157,16,false,true
112,0,0,144,16,false,true
116,0,0,140,16,false,true
50,0,0,206,16,false,true
47,0,0,209,16,false,true
57,0,0,199,16,false,true
30,0,0,226,16,false,true
23,0,0,233,16,false,true
22,0,0,234,16,false,true
4,0,0,252,16,false,true
0,0,0,256,16,false,true
