R,P,S,M,Size,Well Mixed,Random
85,101,6,64,16,false,true
2,140,39,75,16,false,true
23,66,78,89,16,false,true
21,60,101,74,16,false,true
144,6,28,78,16,false,true
60,121,2,73,16,false,true
0,62,95,99,16,false,true
0,0,182,74,16,false,true
0,0,192,64,16,false,true
0,0,164,92,16,false,true
0,0,150,106,16,false,true
0,0,133,123,16,false,true
0,0,157,99,16,false,true
0,0,147,109,16,false,true
0,0,163,93,16,false,true
0,0,172,84,16,false,true
0,0,170,86,16,false,true
0,0,200,56,16,false,true
0,0,226,30,16,false,true
0,0,248,8,16,false,true
0,0,251,5,16,false,true
0,0,228,28,16,false,true
0,0,231,25,16,false,true
0,0,237,19,16,false,true
0,0,211,45,16,false,true
0,0,232,24,16,false,true
0,0,252,4,16,false,true
0,0,251,5,16,false,true
0,0,256,0,16,false,true
