R,P,S,M,Size,Well Mixed,Random
50,83,63,60,16,true,true
67,88,40,61,16,true,true
55,87,76,38,16,true,true
36,95,52,73,16,true,true
64,81,19,92,16,true,true
33,2,99,122,16,true,true
164,0,0,92,16,true,true
179,0,0,77,16,true,true
197,0,0,59,16,true,true
174,0,0,82,16,true,true
173,0,0,83,16,true,true
176,0,0,80,16,true,true
191,0,0,65,16,true,true
177,0,0,79,16,true,true
169,0,0,87,16,true,true
119,0,0,137,16,true,true
110,0,0,146,16,true,true
115,0,0,141,16,true,true
101,0,0,155,16,true,true
96,0,0,160,16,true,true
105,0,0,151,16,true,true
105,0,0,151,16,true,true
117,0,0,139,16,true,true
100,0,0,156,16,true,true
155,0,0,101,16,true,true
163,0,0,93,16,true,true
192,0,0,64,16,true,true
218,0,0,38,16,true,true
221,0,0,35,16,true,true
224,0,0,32,16,true,true
252,0,0,4,16,true,true
256,0,0,0,16,true,true
