R,P,S,M,Size,Well Mixed,Random
52,60,73,71,16,true,true
47,72,71,66,16,true,true
43,124,53,36,16,true,true
18,123,37,78,16,true,true
45,143,27,41,16,true,true
24,151,22,59,16,true,true
105,68,2,81,16,true,true
73,2,90,91,16,true,true
60,88,0,108,16,true,true
0,180,0,76,16,true,true
0,130,0,126,16,true,true
0,108,0,148,16,true,true
0,116,0,140,16,true,true
0,78,0,178,16,true,true
0,63,0,193,16,true,true
0,52,0,204,16,true,true
0,57,0,199,16,true,true
0,65,0,191,16,true,true
0,89,0,167,16,true,true
0,76,0,180,16,true,true
0,79,0,177,16,true,true
0,90,0,166,16,true,true
0,78,0,178,16,true,true
0,73,0,183,16,true,true
0,113,0,143,16,true,true
0,157,0,99,16,true,true
0,129,0,127,16,true,true
0,131,0,125,16,true,true
0,123,0,133,16,true,true
0,147,0,109,16,true,true
0,211,0,45,16,true,true
0,208,0,48,16,true,true
0,196,0,60,16,true,true
0,170,0,86,16,true,true
0,127,0,129,16,true,true
0,129,0,127,16,true,true
0,134,0,122,16,true,true
0,119,0,137,16,true,true
0,96,0,160,16,true,true
0,145,0,111,16,true,true
0,133,0,123,16,true,true
0,125,0,131,16,true,true
0,117,0,139,16,true,true
0,152,0,104,16,true,true
0,201,0,55,16,true,true
0,207,0,49,16,true,true
0,228,0,28,16,true,true
0,238,0,18,16,true,true
0,225,0,31,16,true,true
0,198,0,58,16,true,true
0,170,0,86,16,true,true
0,154,0,102,16,true,true
0,112,0,144,16,true,true
0,109,0,147,16,true,true
0,132,0,124,16,true,true
0,91,0,165,16,true,true
0,80,0,176,16,true,true
0,62,0,194,16,true,true
0,116,0,140,16,true,true
0,122,0,134,16,true,true
0,127,0,129,16,true,true
0,114,0,142,16,true,true
0,156,0,100,16,true,true
0,146,0,110,16,true,true
0,176,0,80,16,true,true
0,133,0,123,16,true,true
0,133,0,123,16,true,true
0,149,0,107,16,true,true
0,146,0,110,16,true,true
0,119,0,137,16,true,true
0,99,0,157,16,true,true
0,90,0,166,16,true,true
0,148,0,108,16,true,true
0,183,0,73,16,true,true
0,249,0,7,16,true,true
0,215,0,41,16,true,true
0,200,0,56,16,true,true
0,152,0,104,16,true,true
0,178,0,78,16,true,true
0,223,0,33,16,true,true
0,198,0,58,16,true,true
0,206,0,50,16,true,true
0,211,0,45,16,true,true
0,181,0,75,16,true,true
0,191,0,65,16,true,true
0,178,0,78,16,true,true
0,182,0,74,16,true,true
0,193,0,63,16,true,true
0,187,0,69,16,true,true
0,171,0,85,16,true,true
0,162,0,94,16,true,true
0,114,0,142,16,true,true
0,144,0,112,16,true,true
0,116,0,140,16,true,true
0,153,0,103,16,true,true
0,152,0,104,16,true,true
0,133,0,123,16,true,true
0,81,0,175,16,true,true
0,65,0,191,16,true,true
0,64,0,192,16,true,true
0,52,0,204,16,true,true
0,67,0,189,16,true,true
0,78,0,178,16,true,true
0,86,0,170,16,true,true
0,90,0,166,16,true,true
0,80,0,176,16,true,true
0,114,0,142,16,true,true
0,89,0,167,16,true,true
0,119,0,137,16,true,true
0,126,0,130,16,true,true
0,121,0,135,16,true,true
0,118,0,138,16,true,true
0,173,0,83,16,true,true
0,135,0,121,16,true,true
0,129,0,127,16,true,true
0,152,0,104,16,true,true
0,145,0,111,16,true,true
0,119,0,137,16,true,true
0,59,0,197,16,true,true
0,15,0,241,16,true,true
0,7,0,249,16,true,true
0,18,0,238,16,true,true
0,11,0,245,16,true,true
0,14,0,242,16,true,true
0,21,0,235,16,true,true
0,4,0,252,16,true,true
0,0,0,256,16,true,true
