R,P,S,M,Size,Well Mixed,Random
65,35,73,83,16,false,true
97,39,55,65,16,false,true
42,76,82,56,16,false,true
73,56,97,30,16,false,true
166,54,17,19,16,false,true
27,157,41,31,16,false,true
76,17,123,40,16,false,true
85,106,42,23,16,false,true
67,34,142,13,16,false,true
35,160,57,4,16,false,true
99,38,117,2,16,false,true
74,140,42,0,16,false,true
120,46,90,0,16,false,true
33,159,64,0,16,false,true
71,24,161,0,16,false,true
98,118,40,0,16,false,true
93,51,112,0,16,false,true
78,106,72,0,16,false,true
99,103,54,0,16,false,true
27,73,156,0,16,false,true
95,141,20,0,16,false,true
104,20,132,0,16,false,true
76,104,76,0,16,false,true
137,74,45,0,16,false,true
54,66,136,0,16,false,true
67,149,40,0,16,false,true
41,32,183,0,16,false,true
205,10,41,0,16,false,true
55,201,0,0,16,false,true
0,256,0,0,16,false,true
