R,P,S,M,Size,Well Mixed,Random
43,37,61,115,16,false,true
72,52,62,70,16,false,true
92,49,61,54,16,false,true
51,88,26,91,16,false,true
27,38,102,89,16,false,true
146,3,24,83,16,false,true
142,45,0,69,16,false,true
9,168,0,79,16,false,true
0,168,0,88,16,false,true
0,194,0,62,16,false,true
0,199,0,57,16,false,true
0,195,0,61,16,false,true
0,173,0,83,16,false,true
0,169,0,87,16,false,true
0,181,0,75,16,false,true
0,212,0,44,16,false,true
0,250,0,6,16,false,true
0,253,0,3,16,false,true
0,256,0,0,16,false,true
