R,P,S,M,Size,Well Mixed,Random
52,70,78,56,16,false,true
96,28,79,53,16,false,true
73,66,80,37,16,false,true
110,87,56,3,16,false,true
41,59,156,0,16,false,true
100,122,34,0,16,false,true
110,53,93,0,16,false,true
52,125,79,0,16,false,true
109,101,46,0,16,false,true
91,21,144,0,16,false,true
47,165,44,0,16,false,true
78,5,173,0,16,false,true
151,93,12,0,16,false,true
19,176,61,0,16,false,true
125,69,62,0,16,false,true
52,122,82,0,16,false,true
94,68,94,0,16,false,true
88,47,121,0,16,false,true
84,97,75,0,16,false,true
74,35,147,0,16,false,true
103,103,50,0,16,false,true
102,59,95,0,16,false,true
58,122,76,0,16,false,true
80,73,103,0,16,false,true
85,108,63,0,16,false,true
85,93,78,0,16,false,true
58,110,88,0,16,false,true
76,145,35,0,16,false,true
18,6,232,0,16,false,true
207,39,10,0,16,false,true
19,145,92,0,16,false,true
176,44,36,0,16,false,true
1,219,36,0,16,false,true
0,10,246,0,16,false,true
0,0,256,0,16,false,true
