R,P,S,M,Size,Well Mixed,Random
86,100,70,0,16,false,false
112,73,71,0,16,false,false
81,72,103,0,16,false,false
71,128,57,0,16,false,false
82,56,118,0,16,false,false
68,110,78,0,16,false,false
61,35,160,0,16,false,false
57,182,17,0,16,false,false
27,74,155,0,16,false,false
164,57,35,0,16,false,false
46,110,100,0,16,false,false
177,19,60,0,16,false,false
14,213,29,0,16,false,false
50,12,194,0,16,false,false
104,112,40,0,16,false,false
38,51,167,0,16,false,false
104,106,46,0,16,false,false
83,33,140,0,16,false,false
63,128,65,0,16,false,false
145,39,72,0,16,false,false
59,112,85,0,16,false,false
121,41,94,0,16,false,false
34,187,35,0,16,false,false
144,3,109,0,16,false,false
74,150,32,0,16,false,false
61,15,180,0,16,false,false
105,121,30,0,16,false,false
68,24,164,0,16,false,false
225,23,8,0,16,false,false
32,92,132,0,16,false,false
249,0,7,0,16,false,false
256,0,0,0,16,false,false
