R,P,S,M,Size,Well Mixed,Random
83,76,97,0,16,false,false
55,140,61,0,16,false,false
77,69,110,0,16,false,false
59,126,71,0,16,false,false
96,65,95,0,16,false,false
48,147,61,0,16,false,false
120,46,90,0,16,false,false
84,86,86,0,16,false,false
111,79,66,0,16,false,false
68,78,110,0,16,false,false
130,78,48,0,16,false,false
67,77,112,0,16,false,false
73,101,82,0,16,false,false
175,42,39,0,16,false,false
18,143,95,0,16,false,false
190,31,35,0,16,false,false
39,127,90,0,16,false,false
95,52,109,0,16,false,false
79,83,94,0,16,false,false
115,85,56,0,16,false,false
69,67,120,0,16,false,false
122,85,49,0,16,false,false
65,50,141,0,16,false,false
59,178,19,0,16,false,false
24,17,215,0,16,false,false
248,0,8,0,16,false,false
256,0,0,0,16,false,false
