R,P,S,M,Size,Well Mixed,Random
87,44,82,43,16,false,true
108,46,54,48,16,false,true
82,72,37,65,16,false,true
49,89,84,34,16,false,true
65,87,75,29,16,false,true
76,83,66,31,16,false,true
24,116,87,29,16,false,true
104,101,25,26,16,false,true
78,38,118,22,16,false,true
103,102,45,6,16,false,true
96,39,117,4,16,false,true
91,104,46,15,16,false,true
95,53,68,40,16,false,true
32,110,78,36,16,false,true
111,37,90,18,16,false,true
27,199,13,17,16,false,true
21,13,210,12,16,false,true
198,0,22,36,16,false,true
204,0,0,52,16,false,true
179,0,0,77,16,false,true
216,0,0,40,16,false,true
231,0,0,25,16,false,true
221,0,0,35,16,false,true
249,0,0,7,16,false,true
256,0,0,0,16,false,true
