R,P,S,M,Size,Well Mixed,Random
150,46,60,0,16,false,false
53,92,111,0,16,false,false
103,38,115,0,16,false,false
66,84,106,0,16,false,false
176,58,22,0,16,false,false
29,188,39,0,16,false,false
93,49,114,0,16,false,false
52,88,116,0,16,false,false
168,54,34,0,16,false,false
84,73,99,0,16,false,false
133,111,12,0,16,false,false
21,91,144,0,16,false,false
195,42,19,0,16,false,false
31,144,81,0,16,false,false
133,43,80,0,16,false,false
39,156,61,0,16,false,false
116,5,135,0,16,false,false
91,94,71,0,16,false,false
150,71,35,0,16,false,false
54,66,136,0,16,false,false
98,122,36,0,16,false,false
127,54,75,0,16,false,false
23,149,84,0,16,false,false
143,51,62,0,16,false,false
52,85,119,0,16,false,false
123,96,37,0,16,false,false
39,39,178,0,16,false,false
148,52,56,0,16,false,false
58,123,75,0,16,false,false
56,140,60,0,16,false,false
43,84,129,0,16,false,false
139,74,43,0,16,false,false
18,156,82,0,16,false,false
114,103,39,0,16,false,false
81,52,123,0,16,false,false
113,103,40,0,16,false,false
82,69,105,0,16,false,false
44,142,70,0,16,false,false
66,54,136,0,16,false,false
74,82,100,0,16,false,false
113,35,108,0,16,false,false
38,154,64,0,16,false,false
25,32,199,0,16,false,false
100,118,38,0,16,false,false
68,67,121,0,16,false,false
81,122,53,0,16,false,false
84,67,105,0,16,false,false
55,102,99,0,16,false,false
108,112,36,0,16,false,false
52,69,135,0,16,false,false
117,67,72,0,16,false,false
18,88,150,0,16,false,false
134,66,56,0,16,false,false
58,57,141,0,16,false,false
80,111,65,0,16,false,false
123,39,94,0,16,false,false
23,75,158,0,16,false,false
116,121,19,0,16,false,false
52,62,142,0,16,false,false
55,149,52,0,16,false,false
118,32,106,0,16,false,false
43,146,67,0,16,false,false
145,18,93,0,16,false,false
42,115,99,0,16,false,false
130,69,57,0,16,false,false
57,88,111,0,16,false,false
119,82,55,0,16,false,false
38,35,183,0,16,false,false
154,89,13,0,16,false,false
30,30,196,0,16,false,false
256,0,0,0,16,false,false
