R,P,S,M,Size,Well Mixed,Random
86,115,55,0,16,false,false
107,93,56,0,16,false,false
75,88,93,0,16,false,false
84,86,86,0,16,false,false
109,86,61,0,16,false,false
55,44,157,0,16,false,false
109,119,28,0,16,false,false
106,63,87,0,16,false,false
77,109,70,0,16,false,false
158,60,38,0,16,false,false
16,81,159,0,16,false,false
152,54,50,0,16,false,false
51,110,95,0,16,false,false
100,102,54,0,16,false,false
79,60,117,0,16,false,false
117,74,65,0,16,false,false
118,57,81,0,16,false,false
103,112,41,0,16,false,false
85,92,79,0,16,false,false
63,144,49,0,16,false,false
79,57,120,0,16,false,false
71,67,118,0,16,false,false
81,109,66,0,16,false,false
132,44,80,0,16,false,false
46,127,83,0,16,false,false
178,43,35,0,16,false,false
20,84,152,0,16,false,false
121,107,28,0,16,false,false
42,58,156,0,16,false,false
150,70,36,0,16,false,false
35,109,112,0,16,false,false
153,55,48,0,16,false,false
31,105,120,0,16,false,false
142,39,75,0,16,false,false
10,125,121,0,16,false,false
147,52,57,0,16,false,false
30,170,56,0,16,false,false
109,33,114,0,16,false,false
11,132,113,0,16,false,false
112,38,106,0,16,false,false
13,102,141,0,16,false,false
77,30,149,0,16,false,false
124,109,23,0,16,false,false
82,21,153,0,16,false,false
82,140,34,0,16,false,false
83,61,112,0,16,false,false
48,107,101,0,16,false,false
137,72,47,0,16,false,false
28,96,132,0,16,false,false
150,81,25,0,16,false,false
42,68,146,0,16,false,false
116,89,51,0,16,false,false
41,36,179,0,16,false,false
76,117,63,0,16,false,false
145,33,78,0,16,false,false
25,186,45,0,16,false,false
116,57,83,0,16,false,false
23,105,128,0,16,false,false
171,53,32,0,16,false,false
16,142,98,0,16,false,false
140,61,55,0,16,false,false
55,106,95,0,16,false,false
110,98,48,0,16,false,false
33,26,197,0,16,false,false
153,84,19,0,16,false,false
42,32,182,0,16,false,false
136,110,10,0,16,false,false
9,175,72,0,16,false,false
131,2,123,0,16,false,false
123,133,0,0,16,false,false
0,256,0,0,16,false,false
