R,P,S,M,Size,Well Mixed,Random
83,39,33,101,16,true,true
72,7,31,146,16,true,true
7,101,53,95,16,true,true
47,57,32,120,16,true,true
65,13,71,107,16,true,true
1,83,85,87,16,true,true
159,1,4,92,16,true,true
7,115,0,134,16,true,true
0,125,0,131,16,true,true
0,163,0,93,16,true,true
0,136,0,120,16,true,true
0,143,0,113,16,true,true
0,166,0,90,16,true,true
0,172,0,84,16,true,true
0,172,0,84,16,true,true
0,191,0,65,16,true,true
0,137,0,119,16,true,true
0,100,0,156,16,true,true
0,104,0,152,16,true,true
0,91,0,165,16,true,true
0,94,0,162,16,true,true
0,109,0,147,16,true,true
0,121,0,135,16,true,true
0,141,0,115,16,true,true
0,144,0,112,16,true,true
0,104,0,152,16,true,true
0,94,0,162,16,true,true
0,82,0,174,16,true,true
0,47,0,209,16,true,true
0,72,0,184,16,true,true
0,50,0,206,16,true,true
0,23,0,233,16,true,true
0,20,0,236,16,true,true
0,7,0,249,16,true,true
0,0,0,256,16,true,true
