R,P,S,M,Size,Well Mixed,Random
108,69,43,36,16,false,true
63,45,115,33,16,false,true
185,52,7,12,16,false,true
34,150,55,17,16,false,true
66,46,130,14,16,false,true
142,94,20,0,16,false,true
33,30,193,0,16,false,true
113,118,25,0,16,false,true
60,39,157,0,16,false,true
100,122,34,0,16,false,true
37,46,173,0,16,false,true
112,61,83,0,16,false,true
37,124,95,0,16,false,true
159,55,42,0,16,false,true
75,90,91,0,16,false,true
57,151,48,0,16,false,true
103,14,139,0,16,false,true
53,111,92,0,16,false,true
101,60,95,0,16,false,true
49,112,95,0,16,false,true
110,88,58,0,16,false,true
90,105,61,0,16,false,true
87,93,76,0,16,false,true
121,99,36,0,16,false,true
94,43,119,0,16,false,true
35,141,80,0,16,false,true
109,41,106,0,16,false,true
31,134,91,0,16,false,true
131,96,29,0,16,false,true
18,51,187,0,16,false,true
237,0,19,0,16,false,true
256,0,0,0,16,false,true
