R,P,S,M,Size,Well Mixed,Random
69,29,112,46,16,true,true
117,19,41,79,16,true,true
8,20,105,123,16,true,true
175,0,1,80,16,true,true
205,0,0,51,16,true,true
221,0,0,35,16,true,true
214,0,0,42,16,true,true
245,0,0,11,16,true,true
243,0,0,13,16,true,true
208,0,0,48,16,true,true
227,0,0,29,16,true,true
228,0,0,28,16,true,true
191,0,0,65,16,true,true
191,0,0,65,16,true,true
202,0,0,54,16,true,true
184,0,0,72,16,true,true
194,0,0,62,16,true,true
165,0,0,91,16,true,true
209,0,0,47,16,true,true
222,0,0,34,16,true,true
228,0,0,28,16,true,true
249,0,0,7,16,true,true
256,0,0,0,16,true,true
