R,P,S,M,Size,Well Mixed,Random
68,98,90,0,16,false,false
161,47,48,0,16,false,false
39,101,116,0,16,false,false
130,89,37,0,16,false,false
45,74,137,0,16,false,false
116,94,46,0,16,false,false
63,38,155,0,16,false,false
94,113,49,0,16,false,false
57,57,142,0,16,false,false
87,116,53,0,16,false,false
116,42,98,0,16,false,false
71,70,115,0,16,false,false
109,61,86,0,16,false,false
91,101,64,0,16,false,false
103,49,104,0,16,false,false
51,153,52,0,16,false,false
106,57,93,0,16,false,false
46,55,155,0,16,false,false
90,109,57,0,16,false,false
69,80,107,0,16,false,false
75,48,133,0,16,false,false
86,111,59,0,16,false,false
81,112,63,0,16,false,false
180,19,57,0,16,false,false
78,123,55,0,16,false,false
107,5,144,0,16,false,false
164,92,0,0,16,false,false
0,256,0,0,16,false,false
