R,P,S,M,Size,Well Mixed,Random
101,81,74,0,16,false,false
75,95,86,0,16,false,false
116,38,102,0,16,false,false
40,154,62,0,16,false,false
149,25,82,0,16,false,false
24,139,93,0,16,false,false
129,61,66,0,16,false,false
49,112,95,0,16,false,false
97,82,77,0,16,false,false
148,51,57,0,16,false,false
33,179,44,0,16,false,false
116,35,105,0,16,false,false
51,80,125,0,16,false,false
81,109,66,0,16,false,false
157,39,60,0,16,false,false
30,109,117,0,16,false,false
131,94,31,0,16,false,false
99,64,93,0,16,false,false
102,64,90,0,16,false,false
55,118,83,0,16,false,false
105,30,121,0,16,false,false
73,138,45,0,16,false,false
131,70,55,0,16,false,false
17,133,106,0,16,false,false
138,26,92,0,16,false,false
44,143,69,0,16,false,false
115,9,132,0,16,false,false
78,123,55,0,16,false,false
138,32,86,0,16,false,false
39,124,93,0,16,false,false
134,69,53,0,16,false,false
80,33,143,0,16,false,false
187,61,8,0,16,false,false
45,92,119,0,16,false,false
161,72,23,0,16,false,false
48,89,119,0,16,false,false
113,102,41,0,16,false,false
70,44,142,0,16,false,false
33,197,26,0,16,false,false
85,22,149,0,16,false,false
62,172,22,0,16,false,false
109,77,70,0,16,false,false
49,57,150,0,16,false,false
119,99,38,0,16,false,false
71,19,166,0,16,false,false
65,179,12,0,16,false,false
18,14,224,0,16,false,false
155,93,8,0,16,false,false
6,63,187,0,16,false,false
184,0,72,0,16,false,false
256,0,0,0,16,false,false
