R,P,S,M,Size,Well Mixed,Random
139,74,43,0,16,false,false
62,81,113,0,16,false,false
125,48,83,0,16,false,false
78,103,75,0,16,false,false
86,83,87,0,16,false,false
120,43,93,0,16,false,false
71,112,73,0,16,false,false
81,109,66,0,16,false,false
133,55,68,0,16,false,false
41,104,111,0,16,false,false
114,62,80,0,16,false,false
41,93,122,0,16,false,false
153,71,32,0,16,false,false
58,94,104,0,16,false,false
102,89,65,0,16,false,false
33,79,144,0,16,false,false
102,92,62,0,16,false,false
94,77,85,0,16,false,false
70,110,76,0,16,false,false
68,130,58,0,16,false,false
83,54,119,0,16,false,false
108,97,51,0,16,false,false
60,103,93,0,16,false,false
96,119,41,0,16,false,false
112,61,83,0,16,false,false
26,111,119,0,16,false,false
132,84,40,0,16,false,false
96,73,87,0,16,false,false
73,99,84,0,16,false,false
85,73,98,0,16,false,false
100,65,91,0,16,false,false
75,107,74,0,16,false,false
77,130,49,0,16,false,false
79,44,133,0,16,false,false
53,191,12,0,16,false,false
57,44,155,0,16,false,false
120,107,29,0,16,false,false
74,49,133,0,16,false,false
110,83,63,0,16,false,false
113,57,86,0,16,false,false
83,81,92,0,16,false,false
110,93,53,0,16,false,false
39,36,181,0,16,false,false
124,115,17,0,16,false,false
49,107,100,0,16,false,false
191,59,6,0,16,false,false
1,160,95,0,16,false,false
0,0,256,0,16,false,false
