R,P,S,M,Size,Well Mixed,Random
93,24,33,106,16,true,true
61,33,42,120,16,true,true
37,11,92,116,16,true,true
50,69,59,78,16,true,true
44,36,65,111,16,true,true
21,65,107,63,16,true,true
16,168,31,41,16,true,true
102,80,3,71,16,true,true
0,1,191,64,16,true,true
0,0,186,70,16,true,true
0,0,189,67,16,true,true
0,0,218,38,16,true,true
0,0,206,50,16,true,true
0,0,243,13,16,true,true
0,0,251,5,16,true,true
0,0,223,33,16,true,true
0,0,228,28,16,true,true
0,0,248,8,16,true,true
0,0,255,1,16,true,true
0,0,256,0,16,true,true
