R,P,S,M,Size,Well Mixed,Random
93,27,68,68,16,false,true
68,59,21,108,16,false,true
10,73,49,124,16,false,true
31,13,95,117,16,false,true
47,9,54,146,16,false,true
67,23,45,121,16,false,true
67,17,23,149,16,false,true
110,5,8,133,16,false,true
98,71,7,80,16,false,true
7,79,96,74,16,false,true
0,9,183,64,16,false,true
0,0,181,75,16,false,true
0,0,176,80,16,false,true
0,0,182,74,16,false,true
0,0,195,61,16,false,true
0,0,206,50,16,false,true
0,0,201,55,16,false,true
0,0,202,54,16,false,true
0,0,218,38,16,false,true
0,0,208,48,16,false,true
0,0,217,39,16,false,true
0,0,211,45,16,false,true
0,0,226,30,16,false,true
0,0,237,19,16,false,true
0,0,245,11,16,false,true
0,0,246,10,16,false,true
0,0,242,14,16,false,true
0,0,234,22,16,false,true
0,0,227,29,16,false,true
0,0,223,33,16,false,true
0,0,216,40,16,false,true
0,0,224,32,16,false,true
0,0,219,37,16,false,true
0,0,219,37,16,false,true
0,0,215,41,16,false,true
0,0,193,63,16,false,true
0,0,196,60,16,false,true
0,0,216,40,16,false,true
0,0,227,29,16,false,true
0,0,228,28,16,false,true
0,0,229,27,16,false,true
0,0,212,44,16,false,true
0,0,199,57,16,false,true
0,0,187,69,16,false,true
0,0,162,94,16,false,true
0,0,168,88,16,false,true
0,0,149,107,16,false,true
0,0,114,142,16,false,true
0,0,74,182,16,false,true
0,0,111,145,16,false,true
0,0,138,118,16,false,true
0,0,98,158,16,false,true
0,0,107,149,16,false,true
0,0,89,167,16,false,true
0,0,95,161,16,false,true
0,0,122,134,16,false,true
0,0,139,117,16,false,true
0,0,147,109,16,false,true
0,0,144,112,16,false,true
0,0,138,118,16,false,true
0,0,153,103,16,false,true
0,0,158,98,16,false,true
0,0,135,121,16,false,true
0,0,137,119,16,false,true
0,0,146,110,16,false,true
0,0,173,83,16,false,true
0,0,143,113,16,false,true
0,0,149,107,16,false,true
0,0,156,100,16,false,true
0,0,178,78,16,false,true
0,0,145,111,16,false,true
0,0,160,96,16,false,true
0,0,150,106,16,false,true
0,0,171,85,16,false,true
0,0,138,118,16,false,true
0,0,152,104,16,false,true
0,0,194,62,16,false,true
0,0,196,60,16,false,true
0,0,193,63,16,false,true
0,0,207,49,16,false,true
0,0,216,40,16,false,true
0,0,192,64,16,false,true
0,0,206,50,16,false,true
0,0,219,37,16,false,true
0,0,234,22,16,false,true
0,0,220,36,16,false,true
0,0,186,70,16,false,true
0,0,154,102,16,false,true
0,0,149,107,16,false,true
0,0,164,92,16,false,true
0,0,159,97,16,false,true
0,0,152,104,16,false,true
0,0,165,91,16,false,true
0,0,157,99,16,false,true
0,0,177,79,16,false,true
0,0,196,60,16,false,true
0,0,192,64,16,false,true
0,0,179,77,16,false,true
0,0,207,49,16,false,true
0,0,227,29,16,false,true
0,0,223,33,16,false,true
0,0,198,58,16,false,true
0,0,205,51,16,false,true
0,0,213,43,16,false,true
0,0,194,62,16,false,true
0,0,158,98,16,false,true
0,0,166,90,16,false,true
0,0,155,101,16,false,true
0,0,139,117,16,false,true
0,0,152,104,16,false,true
0,0,139,117,16,false,true
0,0,122,134,16,false,true
0,0,151,105,16,false,true
0,0,158,98,16,false,true
0,0,108,148,16,false,true
0,0,76,180,16,false,true
0,0,69,187,16,false,true
0,0,58,198,16,false,true
0,0,79,177,16,false,true
0,0,84,172,16,false,true
0,0,56,200,16,false,true
0,0,37,219,16,false,true
0,0,30,226,16,false,true
0,0,19,237,16,false,true
0,0,13,243,16,false,true
0,0,16,240,16,false,true
0,0,19,237,16,false,true
0,0,35,221,16,false,true
0,0,42,214,16,false,true
0,0,36,220,16,false,true
0,0,38,218,16,false,true
0,0,64,192,16,false,true
0,0,102,154,16,false,true
0,0,63,193,16,false,true
0,0,75,181,16,false,true
0,0,50,206,16,false,true
0,0,60,196,16,false,true
0,0,50,206,16,false,true
0,0,34,222,16,false,true
0,0,41,215,16,false,true
0,0,38,218,16,false,true
0,0,38,218,16,false,true
0,0,22,234,16,false,true
0,0,16,240,16,false,true
0,0,20,236,16,false,true
0,0,9,247,16,false,true
0,0,22,234,16,false,true
0,0,26,230,16,false,true
0,0,26,230,16,false,true
0,0,15,241,16,false,true
0,0,15,241,16,false,true
0,0,22,234,16,false,true
0,0,0,256,16,false,true
