R,P,S,M,Size,Well Mixed,Random
173,19,64,0,16,false,false
37,146,73,0,16,false,false
151,20,85,0,16,false,false
22,205,29,0,16,false,false
86,13,157,0,16,false,false
58,144,54,0,16,false,false
52,29,175,0,16,false,false
78,112,66,0,16,false,false
106,45,105,0,16,false,false
74,108,74,0,16,false,false
156,30,70,0,16,false,false
42,158,56,0,16,false,false
124,27,105,0,16,false,false
12,164,80,0,16,false,false
162,41,53,0,16,false,false
46,32,178,0,16,false,false
203,33,20,0,16,false,false
22,136,98,0,16,false,false
111,109,36,0,16,false,false
67,25,164,0,16,false,false
80,121,55,0,16,false,false
120,36,100,0,16,false,false
46,121,89,0,16,false,false
131,60,65,0,16,false,false
22,152,82,0,16,false,false
101,71,84,0,16,false,false
93,87,76,0,16,false,false
88,117,51,0,16,false,false
49,80,127,0,16,false,false
148,62,46,0,16,false,false
67,80,109,0,16,false,false
75,82,99,0,16,false,false
115,59,82,0,16,false,false
38,142,76,0,16,false,false
167,33,56,0,16,false,false
41,143,72,0,16,false,false
104,110,42,0,16,false,false
122,25,109,0,16,false,false
28,123,105,0,16,false,false
156,69,31,0,16,false,false
31,84,141,0,16,false,false
153,77,26,0,16,false,false
76,76,104,0,16,false,false
123,93,40,0,16,false,false
56,99,101,0,16,false,false
122,77,57,0,16,false,false
113,31,112,0,16,false,false
44,160,52,0,16,false,false
180,17,59,0,16,false,false
3,168,85,0,16,false,false
69,0,187,0,16,false,false
255,0,1,0,16,false,false
256,0,0,0,16,false,false
