R,P,S,M,Size,Well Mixed,Random
96,45,21,94,16,false,true
24,49,66,117,16,false,true
97,5,38,116,16,false,true
88,28,10,130,16,false,true
59,91,11,95,16,false,true
43,63,92,58,16,false,true
85,53,74,44,16,false,true
54,92,65,45,16,false,true
71,51,84,50,16,false,true
57,92,66,41,16,false,true
26,126,73,31,16,false,true
132,20,103,1,16,false,true
49,173,34,0,16,false,true
104,5,147,0,16,false,true
98,100,58,0,16,false,true
107,53,96,0,16,false,true
74,152,30,0,16,false,true
74,4,178,0,16,false,true
256,0,0,0,16,false,true
