R,P,S,M,Size,Well Mixed,Random
170,41,45,0,16,false,false
21,82,153,0,16,false,false
120,51,85,0,16,false,false
35,108,113,0,16,false,false
79,117,60,0,16,false,false
82,85,89,0,16,false,false
80,102,74,0,16,false,false
86,67,103,0,16,false,false
81,87,88,0,16,false,false
100,123,33,0,16,false,false
31,63,162,0,16,false,false
136,96,24,0,16,false,false
27,142,87,0,16,false,false
161,69,26,0,16,false,false
12,23,221,0,16,false,false
173,42,41,0,16,false,false
16,109,131,0,16,false,false
116,87,53,0,16,false,false
73,60,123,0,16,false,false
100,120,36,0,16,false,false
108,37,111,0,16,false,false
53,120,83,0,16,false,false
72,115,69,0,16,false,false
122,20,114,0,16,false,false
109,68,79,0,16,false,false
96,67,93,0,16,false,false
134,71,51,0,16,false,false
40,104,112,0,16,false,false
97,152,7,0,16,false,false
0,28,228,0,16,false,false
0,0,256,0,16,false,false
