R,P,S,M,Size,Well Mixed,Random
74,50,132,0,16,false,false
119,103,34,0,16,false,false
104,31,121,0,16,false,false
55,150,51,0,16,false,false
80,44,132,0,16,false,false
46,127,83,0,16,false,false
159,19,78,0,16,false,false
13,189,54,0,16,false,false
125,37,94,0,16,false,false
54,95,107,0,16,false,false
111,94,51,0,16,false,false
134,48,74,0,16,false,false
24,167,65,0,16,false,false
119,68,69,0,16,false,false
88,23,145,0,16,false,false
96,112,48,0,16,false,false
70,38,148,0,16,false,false
148,89,19,0,16,false,false
29,145,82,0,16,false,false
113,82,61,0,16,false,false
73,94,89,0,16,false,false
70,119,67,0,16,false,false
97,50,109,0,16,false,false
40,74,142,0,16,false,false
151,26,79,0,16,false,false
56,164,36,0,16,false,false
59,37,160,0,16,false,false
69,105,82,0,16,false,false
123,84,49,0,16,false,false
65,62,129,0,16,false,false
59,124,73,0,16,false,false
110,41,105,0,16,false,false
29,178,49,0,16,false,false
0,0,256,0,16,false,false
