R,P,S,M,Size,Well Mixed,Random
120,27,70,39,16,false,true
69,97,62,28,16,false,true
38,71,127,20,16,false,true
83,69,73,31,16,false,true
84,75,73,24,16,false,true
103,73,57,23,16,false,true
79,37,100,40,16,false,true
71,68,47,70,16,false,true
99,38,34,85,16,false,true
12,117,65,62,16,false,true
50,43,130,33,16,false,true
103,86,31,36,16,false,true
74,28,84,70,16,false,true
42,105,41,68,16,false,true
49,51,109,47,16,false,true
132,94,13,17,16,false,true
45,80,122,9,16,false,true
199,51,5,1,16,false,true
0,256,0,0,16,false,true
