R,P,S,M,Size,Well Mixed,Random
110,74,35,37,16,true,true
68,80,52,56,16,true,true
22,124,41,69,16,true,true
74,105,12,65,16,true,true
36,1,127,92,16,true,true
16,136,0,104,16,true,true
0,154,0,102,16,true,true
0,152,0,104,16,true,true
0,163,0,93,16,true,true
0,122,0,134,16,true,true
0,117,0,139,16,true,true
0,135,0,121,16,true,true
0,144,0,112,16,true,true
0,164,0,92,16,true,true
0,120,0,136,16,true,true
0,92,0,164,16,true,true
0,84,0,172,16,true,true
0,62,0,194,16,true,true
0,68,0,188,16,true,true
0,87,0,169,16,true,true
0,91,0,165,16,true,true
0,85,0,171,16,true,true
0,109,0,147,16,true,true
0,80,0,176,16,true,true
0,56,0,200,16,true,true
0,24,0,232,16,true,true
0,20,0,236,16,true,true
0,20,0,236,16,true,true
0,19,0,237,16,true,true
0,12,0,244,16,true,true
0,18,0,238,16,true,true
0,14,0,242,16,true,true
0,32,0,224,16,true,true
0,63,0,193,16,true,true
0,78,0,178,16,true,true
0,112,0,144,16,true,true
0,118,0,138,16,true,true
0,105,0,151,16,true,true
0,160,0,96,16,true,true
0,145,0,111,16,true,true
0,124,0,132,16,true,true
0,179,0,77,16,true,true
0,192,0,64,16,true,true
0,156,0,100,16,true,true
0,166,0,90,16,true,true
0,140,0,116,16,true,true
0,152,0,104,16,true,true
0,144,0,112,16,true,true
0,112,0,144,16,true,true
0,109,0,147,16,true,true
0,136,0,120,16,true,true
0,119,0,137,16,true,true
0,63,0,193,16,true,true
0,57,0,199,16,true,true
0,66,0,190,16,true,true
0,96,0,160,16,true,true
0,157,0,99,16,true,true
0,168,0,88,16,true,true
0,192,0,64,16,true,true
0,196,0,60,16,true,true
0,175,0,81,16,true,true
0,189,0,67,16,true,true
0,190,0,66,16,true,true
0,206,0,50,16,true,true
0,227,0,29,16,true,true
0,241,0,15,16,true,true
0,195,0,61,16,true,true
0,190,0,66,16,true,true
0,214,0,42,16,true,true
0,205,0,51,16,true,true
0,210,0,46,16,true,true
0,196,0,60,16,true,true
0,178,0,78,16,true,true
0,205,0,51,16,true,true
0,167,0,89,16,true,true
0,127,0,129,16,true,true
0,126,0,130,16,true,true
0,124,0,132,16,true,true
0,116,0,140,16,true,true
0,167,0,89,16,true,true
0,156,0,100,16,true,true
0,181,0,75,16,true,true
0,233,0,23,16,true,true
0,234,0,22,16,true,true
0,256,0,0,16,true,true
