R,P,S,M,Size,Well Mixed,Random
68,78,67,43,16,false,true
72,31,99,54,16,false,true
70,107,15,64,16,false,true
2,90,100,64,16,false,true
63,11,109,73,16,false,true
83,80,25,68,16,false,true
35,44,102,75,16,false,true
91,90,28,47,16,false,true
31,50,130,45,16,false,true
150,52,15,39,16,false,true
23,95,93,45,16,false,true
151,28,42,35,16,false,true
33,115,73,35,16,false,true
99,6,114,37,16,false,true
156,66,20,14,16,false,true
33,91,131,1,16,false,true
140,58,58,0,16,false,true
33,106,117,0,16,false,true
132,64,60,0,16,false,true
36,54,166,0,16,false,true
160,61,35,0,16,false,true
37,123,96,0,16,false,true
157,43,56,0,16,false,true
55,142,59,0,16,false,true
92,94,70,0,16,false,true
78,75,103,0,16,false,true
93,119,44,0,16,false,true
97,50,109,0,16,false,true
64,129,63,0,16,false,true
129,65,62,0,16,false,true
63,82,111,0,16,false,true
43,118,95,0,16,false,true
111,71,74,0,16,false,true
50,120,86,0,16,false,true
112,90,54,0,16,false,true
83,74,99,0,16,false,true
44,129,83,0,16,false,true
165,45,46,0,16,false,true
28,97,131,0,16,false,true
165,59,32,0,16,false,true
61,79,116,0,16,false,true
137,93,26,0,16,false,true
74,58,124,0,16,false,true
79,113,64,0,16,false,true
113,64,79,0,16,false,true
26,199,31,0,16,false,true
109,25,122,0,16,false,true
8,188,60,0,16,false,true
176,10,70,0,16,false,true
25,200,31,0,16,false,true
0,12,244,0,16,false,true
0,0,256,0,16,false,true
