R,P,S,M,Size,Well Mixed,Random
94,57,70,35,16,false,true
61,108,54,33,16,false,true
51,143,38,24,16,false,true
121,43,65,27,16,false,true
27,90,100,39,16,false,true
112,77,37,30,16,false,true
46,125,59,26,16,false,true
143,39,46,28,16,false,true
26,134,91,5,16,false,true
144,48,60,4,16,false,true
31,121,104,0,16,false,true
142,79,35,0,16,false,true
64,39,153,0,16,false,true
73,171,12,0,16,false,true
43,87,126,0,16,false,true
103,94,59,0,16,false,true
66,84,106,0,16,false,true
161,75,20,0,16,false,true
4,116,136,0,16,false,true
179,0,77,0,16,false,true
256,0,0,0,16,false,true
