R,P,S,M,Size,Well Mixed,Random
128,53,75,0,16,false,false
100,87,69,0,16,false,false
141,60,55,0,16,false,false
71,128,57,0,16,false,false
107,55,94,0,16,false,false
81,81,94,0,16,false,false
97,64,95,0,16,false,false
54,105,97,0,16,false,false
85,59,112,0,16,false,false
83,95,78,0,16,false,false
79,101,76,0,16,false,false
109,65,82,0,16,false,false
70,38,148,0,16,false,false
71,167,18,0,16,false,false
67,33,156,0,16,false,false
90,103,63,0,16,false,false
74,53,129,0,16,false,false
37,134,85,0,16,false,false
87,104,65,0,16,false,false
90,73,93,0,16,false,false
65,102,89,0,16,false,false
68,95,93,0,16,false,false
93,82,81,0,16,false,false
100,79,77,0,16,false,false
117,105,34,0,16,false,false
79,123,54,0,16,false,false
112,58,86,0,16,false,false
19,158,79,0,16,false,false
179,11,66,0,16,false,false
55,156,45,0,16,false,false
91,59,106,0,16,false,false
78,88,90,0,16,false,false
45,134,77,0,16,false,false
117,77,62,0,16,false,false
107,40,109,0,16,false,false
78,94,84,0,16,false,false
120,102,34,0,16,false,false
76,36,144,0,16,false,false
67,181,8,0,16,false,false
55,84,117,0,16,false,false
126,83,47,0,16,false,false
91,15,150,0,16,false,false
58,151,47,0,16,false,false
146,59,51,0,16,false,false
20,142,94,0,16,false,false
114,32,110,0,16,false,false
20,163,73,0,16,false,false
156,28,72,0,16,false,false
44,111,101,0,16,false,false
145,39,72,0,16,false,false
42,144,70,0,16,false,false
30,90,136,0,16,false,false
185,52,19,0,16,false,false
43,70,143,0,16,false,false
109,127,20,0,16,false,false
38,71,147,0,16,false,false
120,116,20,0,16,false,false
58,58,140,0,16,false,false
42,90,124,0,16,false,false
77,128,51,0,16,false,false
64,59,133,0,16,false,false
74,137,45,0,16,false,false
151,17,88,0,16,false,false
51,125,80,0,16,false,false
118,84,54,0,16,false,false
84,71,101,0,16,false,false
52,107,97,0,16,false,false
90,56,110,0,16,false,false
54,95,107,0,16,false,false
160,44,52,0,16,false,false
4,135,117,0,16,false,false
99,0,157,0,16,false,false
256,0,0,0,16,false,false
