R,P,S,M,Size,Well Mixed,Random
101,18,70,67,16,true,true
0,178,0,78,16,true,true
0,147,0,109,16,true,true
0,170,0,86,16,true,true
0,196,0,60,16,true,true
0,209,0,47,16,true,true
0,152,0,104,16,true,true
0,101,0,155,16,true,true
0,132,0,124,16,true,true
0,60,0,196,16,true,true
0,112,0,144,16,true,true
0,139,0,117,16,true,true
0,129,0,127,16,true,true
0,69,0,187,16,true,true
0,54,0,202,16,true,true
0,46,0,210,16,true,true
0,77,0,179,16,true,true
0,50,0,206,16,true,true
0,106,0,150,16,true,true
0,51,0,205,16,true,true
0,87,0,169,16,true,true
0,82,0,174,16,true,true
0,84,0,172,16,true,true
0,86,0,170,16,true,true
0,7,0,249,16,true,true
0,11,0,245,16,true,true
0,38,0,218,16,true,true
0,13,0,243,16,true,true
0,0,0,256,16,true,true
