R,P,S,M,Size,Well Mixed,Random
52,97,107,0,16,true,false
126,27,103,0,16,true,false
58,148,50,0,16,true,false
38,36,182,0,16,true,false
169,35,52,0,16,true,false
147,83,26,0,16,true,false
51,172,33,0,16,true,false
33,102,121,0,16,true,false
82,23,151,0,16,true,false
130,92,34,0,16,true,false
85,104,67,0,16,true,false
104,88,64,0,16,true,false
103,59,94,0,16,true,false
51,112,93,0,16,true,false
56,43,157,0,16,true,false
188,37,31,0,16,true,false
84,136,36,0,16,true,false
20,63,173,0,16,true,false
50,6,200,0,16,true,false
88,4,164,0,16,true,false
51,9,196,0,16,true,false
24,9,223,0,16,true,false
1,255,0,0,16,true,false
0,256,0,0,16,true,false
