R,P,S,M,Size,Well Mixed,Random
110,55,91,0,16,false,false
57,110,89,0,16,false,false
32,96,128,0,16,false,false
133,63,60,0,16,false,false
66,39,151,0,16,false,false
76,132,48,0,16,false,false
89,37,130,0,16,false,false
60,89,107,0,16,false,false
75,85,96,0,16,false,false
117,56,83,0,16,false,false
43,133,80,0,16,false,false
154,45,57,0,16,false,false
46,68,142,0,16,false,false
149,87,20,0,16,false,false
20,84,152,0,16,false,false
168,52,36,0,16,false,false
6,173,77,0,16,false,false
127,1,128,0,16,false,false
256,0,0,0,16,false,false
