R,P,S,M,Size,Well Mixed,Random
41,111,48,56,16,true,true
123,46,45,42,16,true,true
96,115,28,17,16,true,true
62,128,63,3,16,true,true
67,62,127,0,16,true,true
117,21,118,0,16,true,true
195,33,28,0,16,true,true
207,43,6,0,16,true,true
181,62,13,0,16,true,true
159,90,7,0,16,true,true
179,29,48,0,16,true,true
199,47,10,0,16,true,true
51,173,32,0,16,true,true
21,139,96,0,16,true,true
71,45,140,0,16,true,true
119,98,39,0,16,true,true
43,168,45,0,16,true,true
3,151,102,0,16,true,true
255,0,1,0,16,true,true
256,0,0,0,16,true,true
