R,P,S,M,Size,Well Mixed,Random
64,92,52,48,16,false,true
99,56,53,48,16,false,true
21,113,57,65,16,false,true
66,29,73,88,16,false,true
91,33,11,121,16,false,true
7,138,19,92,16,false,true
4,56,117,79,16,false,true
82,45,31,98,16,false,true
28,77,70,81,16,false,true
66,61,70,59,16,false,true
32,56,79,89,16,false,true
85,36,24,111,16,false,true
22,87,23,124,16,false,true
36,44,38,138,16,false,true
21,83,49,103,16,false,true
13,38,103,102,16,false,true
33,6,82,135,16,false,true
93,21,3,139,16,false,true
10,93,0,153,16,false,true
1,139,0,116,16,false,true
0,149,0,107,16,false,true
0,188,0,68,16,false,true
0,215,0,41,16,false,true
0,203,0,53,16,false,true
0,222,0,34,16,false,true
0,207,0,49,16,false,true
0,195,0,61,16,false,true
0,202,0,54,16,false,true
0,161,0,95,16,false,true
0,172,0,84,16,false,true
0,150,0,106,16,false,true
0,192,0,64,16,false,true
0,180,0,76,16,false,true
0,182,0,74,16,false,true
0,160,0,96,16,false,true
0,157,0,99,16,false,true
0,181,0,75,16,false,true
0,214,0,42,16,false,true
0,198,0,58,16,false,true
0,221,0,35,16,false,true
0,223,0,33,16,false,true
0,219,0,37,16,false,true
0,233,0,23,16,false,true
0,233,0,23,16,false,true
0,218,0,38,16,false,true
0,211,0,45,16,false,true
0,186,0,70,16,false,true
0,195,0,61,16,false,true
0,226,0,30,16,false,true
0,238,0,18,16,false,true
0,248,0,8,16,false,true
0,248,0,8,16,false,true
0,256,0,0,16,false,true
