R,P,S,M,Size,Well Mixed,Random
45,20,76,115,16,true,true
24,78,3,151,16,true,true
10,9,116,121,16,true,true
20,141,2,93,16,true,true
105,9,49,93,16,true,true
21,29,125,81,16,true,true
153,0,0,103,16,true,true
162,0,0,94,16,true,true
149,0,0,107,16,true,true
140,0,0,116,16,true,true
181,0,0,75,16,true,true
139,0,0,117,16,true,true
127,0,0,129,16,true,true
123,0,0,133,16,true,true
103,0,0,153,16,true,true
158,0,0,98,16,true,true
128,0,0,128,16,true,true
126,0,0,130,16,true,true
104,0,0,152,16,true,true
162,0,0,94,16,true,true
108,0,0,148,16,true,true
120,0,0,136,16,true,true
73,0,0,183,16,true,true
61,0,0,195,16,true,true
89,0,0,167,16,true,true
61,0,0,195,16,true,true
62,0,0,194,16,true,true
37,0,0,219,16,true,true
29,0,0,227,16,true,true
21,0,0,235,16,true,true
50,0,0,206,16,true,true
8,0,0,248,16,true,true
1,0,0,255,16,true,true
0,0,0,256,16,true,true
