R,P,S,M,Size,Well Mixed,Random
58,86,112,0,16,true,false
161,47,48,0,16,true,false
54,137,65,0,16,true,false
95,38,123,0,16,true,false
158,54,44,0,16,true,false
58,116,82,0,16,true,false
74,96,86,0,16,true,false
72,123,61,0,16,true,false
91,32,133,0,16,true,false
178,39,39,0,16,true,false
49,167,40,0,16,true,false
18,123,115,0,16,true,false
7,70,179,0,16,true,false
22,52,182,0,16,true,false
67,27,162,0,16,true,false
81,12,163,0,16,true,false
97,13,146,0,16,true,false
0,1,255,0,16,true,false
0,0,256,0,16,true,false
