R,P,S,M,Size,Well Mixed,Random
38,63,65,90,16,true,true
47,86,55,68,16,true,true
73,76,50,57,16,true,true
59,47,108,42,16,true,true
139,43,70,4,16,true,true
121,70,65,0,16,true,true
51,167,38,0,16,true,true
56,61,139,0,16,true,true
119,18,119,0,16,true,true
178,37,41,0,16,true,true
98,149,9,0,16,true,true
42,184,30,0,16,true,true
18,194,44,0,16,true,true
18,189,49,0,16,true,true
13,72,171,0,16,true,true
38,39,179,0,16,true,true
102,17,137,0,16,true,true
126,94,36,0,16,true,true
49,145,62,0,16,true,true
18,68,170,0,16,true,true
1,93,162,0,16,true,true
256,0,0,0,16,true,true
