R,P,S,M,Size,Well Mixed,Random
14,153,32,57,16,false,true
56,41,106,53,16,false,true
87,86,24,59,16,false,true
42,72,93,49,16,false,true
136,45,38,37,16,false,true
2,153,78,23,16,false,true
119,10,127,0,16,false,true
38,146,72,0,16,false,true
123,76,57,0,16,false,true
18,96,142,0,16,false,true
126,88,42,0,16,false,true
63,46,147,0,16,false,true
33,166,57,0,16,false,true
88,59,109,0,16,false,true
63,132,61,0,16,false,true
132,38,86,0,16,false,true
28,135,93,0,16,false,true
150,40,66,0,16,false,true
1,135,120,0,16,false,true
0,0,256,0,16,false,true
