R,P,S,M,Size,Well Mixed,Random
55,65,24,112,16,true,true
81,52,43,80,16,true,true
28,66,43,119,16,true,true
55,24,92,85,16,true,true
75,61,39,81,16,true,true
85,114,31,26,16,true,true
35,148,47,26,16,true,true
27,76,128,25,16,true,true
70,35,143,8,16,true,true
132,51,50,23,16,true,true
150,34,28,44,16,true,true
146,14,72,24,16,true,true
99,16,96,45,16,true,true
144,20,58,34,16,true,true
116,51,32,57,16,true,true
103,6,94,53,16,true,true
0,183,0,73,16,true,true
0,177,0,79,16,true,true
0,156,0,100,16,true,true
0,196,0,60,16,true,true
0,211,0,45,16,true,true
0,213,0,43,16,true,true
0,187,0,69,16,true,true
0,197,0,59,16,true,true
0,142,0,114,16,true,true
0,89,0,167,16,true,true
0,21,0,235,16,true,true
0,0,0,256,16,true,true
