R,P,S,M,Size,Well Mixed,Random
33,87,57,79,16,false,true
65,46,73,72,16,false,true
59,42,85,70,16,false,true
69,51,38,98,16,false,true
22,105,70,59,16,false,true
48,56,101,51,16,false,true
104,15,42,95,16,false,true
76,69,8,103,16,false,true
0,146,30,80,16,false,true
0,31,161,64,16,false,true
0,5,163,88,16,false,true
0,0,142,114,16,false,true
0,0,120,136,16,false,true
0,0,113,143,16,false,true
0,0,87,169,16,false,true
0,0,102,154,16,false,true
0,0,112,144,16,false,true
0,0,69,187,16,false,true
0,0,70,186,16,false,true
0,0,55,201,16,false,true
0,0,100,156,16,false,true
0,0,99,157,16,false,true
0,0,100,156,16,false,true
0,0,92,164,16,false,true
0,0,73,183,16,false,true
0,0,47,209,16,false,true
0,0,33,223,16,false,true
0,0,40,216,16,false,true
0,0,22,234,16,false,true
0,0,5,251,16,false,true
0,0,18,238,16,false,true
0,0,5,251,16,false,true
0,0,0,256,16,false,true
