R,P,S,M,Size,Well Mixed,Random
74,36,53,93,16,false,true
63,71,40,82,16,false,true
50,84,20,102,16,false,true
8,75,82,91,16,false,true
75,44,42,95,16,false,true
56,55,42,103,16,false,true
70,25,30,131,16,false,true
32,99,46,79,16,false,true
66,15,97,78,16,false,true
159,20,15,62,16,false,true
47,144,22,43,16,false,true
34,17,176,29,16,false,true
95,101,27,33,16,false,true
63,100,60,33,16,false,true
90,34,104,28,16,false,true
63,117,60,16,16,false,true
90,78,63,25,16,false,true
56,63,122,15,16,false,true
131,68,32,25,16,false,true
44,137,52,23,16,false,true
97,23,118,18,16,false,true
95,112,42,7,16,false,true
74,86,96,0,16,false,true
85,121,50,0,16,false,true
46,16,194,0,16,false,true
118,115,23,0,16,false,true
55,52,149,0,16,false,true
92,161,3,0,16,false,true
0,71,185,0,16,false,true
0,0,256,0,16,false,true
