R,P,S,M,Size,Well Mixed,Random
75,93,56,32,16,false,true
95,66,80,15,16,false,true
51,83,101,21,16,false,true
97,77,71,11,16,false,true
80,98,56,22,16,false,true
49,105,88,14,16,false,true
79,89,88,0,16,false,true
83,73,100,0,16,false,true
105,97,54,0,16,false,true
22,45,189,0,16,false,true
190,43,23,0,16,false,true
34,167,55,0,16,false,true
78,41,137,0,16,false,true
59,98,99,0,16,false,true
59,54,143,0,16,false,true
77,115,64,0,16,false,true
102,42,112,0,16,false,true
26,155,75,0,16,false,true
186,19,51,0,16,false,true
8,243,5,0,16,false,true
0,47,209,0,16,false,true
0,0,256,0,16,false,true
