R,P,S,M,Size,Well Mixed,Random
97,35,41,83,16,false,true
10,94,93,59,16,false,true
141,19,50,46,16,false,true
67,88,38,63,16,false,true
64,84,32,76,16,false,true
34,44,94,84,16,false,true
100,10,61,85,16,false,true
166,0,4,86,16,false,true
186,0,0,70,16,false,true
116,0,0,140,16,false,true
96,0,0,160,16,false,true
90,0,0,166,16,false,true
88,0,0,168,16,false,true
73,0,0,183,16,false,true
67,0,0,189,16,false,true
66,0,0,190,16,false,true
78,0,0,178,16,false,true
79,0,0,177,16,false,true
70,0,0,186,16,false,true
44,0,0,212,16,false,true
60,0,0,196,16,false,true
64,0,0,192,16,false,true
66,0,0,190,16,false,true
56,0,0,200,16,false,true
83,0,0,173,16,false,true
73,0,0,183,16,false,true
58,0,0,198,16,false,true
55,0,0,201,16,false,true
66,0,0,190,16,false,true
64,0,0,192,16,false,true
68,0,0,188,16,false,true
67,0,0,189,16,false,true
86,0,0,170,16,false,true
67,0,0,189,16,false,true
67,0,0,189,16,false,true
77,0,0,179,16,false,true
73,0,0,183,16,false,true
95,0,0,161,16,false,true
55,0,0,201,16,false,true
71,0,0,185,16,false,true
83,0,0,173,16,false,true
52,0,0,204,16,false,true
24,0,0,232,16,false,true
11,0,0,245,16,false,true
0,0,0,256,16,false,true
