R,P,S,M,Size,Well Mixed,Random
81,72,103,0,16,false,false
69,132,55,0,16,false,false
123,52,81,0,16,false,false
38,72,146,0,16,false,false
175,51,30,0,16,false,false
13,92,151,0,16,false,false
120,46,90,0,16,false,false
56,112,88,0,16,false,false
94,81,81,0,16,false,false
79,112,65,0,16,false,false
107,40,109,0,16,false,false
57,99,100,0,16,false,false
132,51,73,0,16,false,false
58,126,72,0,16,false,false
88,88,80,0,16,false,false
43,95,118,0,16,false,false
100,89,67,0,16,false,false
151,80,25,0,16,false,false
41,78,137,0,16,false,false
71,167,18,0,16,false,false
37,47,172,0,16,false,false
94,140,22,0,16,false,false
53,53,150,0,16,false,false
102,98,56,0,16,false,false
111,27,118,0,16,false,false
42,184,30,0,16,false,false
62,42,152,0,16,false,false
51,152,53,0,16,false,false
128,52,76,0,16,false,false
79,99,78,0,16,false,false
90,77,89,0,16,false,false
86,53,117,0,16,false,false
46,145,65,0,16,false,false
108,64,84,0,16,false,false
47,97,112,0,16,false,false
150,56,50,0,16,false,false
37,133,86,0,16,false,false
146,94,16,0,16,false,false
0,167,89,0,16,false,false
0,0,256,0,16,false,false
