R,P,S,M,Size,Well Mixed,Random
103,48,105,0,16,false,false
38,153,65,0,16,false,false
81,57,118,0,16,false,false
86,75,95,0,16,false,false
77,101,78,0,16,false,false
112,74,70,0,16,false,false
85,85,86,0,16,false,false
69,92,95,0,16,false,false
87,75,94,0,16,false,false
104,82,70,0,16,false,false
64,92,100,0,16,false,false
53,81,122,0,16,false,false
111,99,46,0,16,false,false
85,68,103,0,16,false,false
98,99,59,0,16,false,false
48,59,149,0,16,false,false
124,108,24,0,16,false,false
44,21,191,0,16,false,false
256,0,0,0,16,false,false
