R,P,S,M,Size,Well Mixed,Random
97,6,51,102,16,false,true
76,73,3,104,16,false,true
10,139,5,102,16,false,true
0,119,26,111,16,false,true
0,31,103,122,16,false,true
0,0,136,120,16,false,true
0,0,141,115,16,false,true
0,0,156,100,16,false,true
0,0,134,122,16,false,true
0,0,85,171,16,false,true
0,0,76,180,16,false,true
0,0,105,151,16,false,true
0,0,111,145,16,false,true
0,0,135,121,16,false,true
0,0,173,83,16,false,true
0,0,174,82,16,false,true
0,0,128,128,16,false,true
0,0,125,131,16,false,true
0,0,132,124,16,false,true
0,0,176,80,16,false,true
0,0,159,97,16,false,true
0,0,141,115,16,false,true
0,0,157,99,16,false,true
0,0,170,86,16,false,true
0,0,168,88,16,false,true
0,0,172,84,16,false,true
0,0,193,63,16,false,true
0,0,174,82,16,false,true
0,0,205,51,16,false,true
0,0,237,19,16,false,true
0,0,212,44,16,false,true
0,0,220,36,16,false,true
0,0,235,21,16,false,true
0,0,220,36,16,false,true
0,0,220,36,16,false,true
0,0,227,29,16,false,true
0,0,236,20,16,false,true
0,0,236,20,16,false,true
0,0,224,32,16,false,true
0,0,221,35,16,false,true
0,0,236,20,16,false,true
0,0,240,16,16,false,true
0,0,248,8,16,false,true
0,0,238,18,16,false,true
0,0,244,12,16,false,true
0,0,242,14,16,false,true
0,0,231,25,16,false,true
0,0,244,12,16,false,true
0,0,229,27,16,false,true
0,0,246,10,16,false,true
0,0,235,21,16,false,true
0,0,226,30,16,false,true
0,0,236,20,16,false,true
0,0,238,18,16,false,true
0,0,223,33,16,false,true
0,0,225,31,16,false,true
0,0,244,12,16,false,true
0,0,251,5,16,false,true
0,0,230,26,16,false,true
0,0,225,31,16,false,true
0,0,251,5,16,false,true
0,0,256,0,16,false,true
