R,P,S,M,Size,Well Mixed,Random
100,88,68,0,16,false,false
74,71,111,0,16,false,false
74,71,111,0,16,false,false
89,123,44,0,16,false,false
131,38,87,0,16,false,false
19,196,41,0,16,false,false
120,54,82,0,16,false,false
45,139,72,0,16,false,false
140,22,94,0,16,false,false
38,143,75,0,16,false,false
95,37,124,0,16,false,false
55,133,68,0,16,false,false
102,59,95,0,16,false,false
93,101,62,0,16,false,false
81,101,74,0,16,false,false
48,111,97,0,16,false,false
122,65,69,0,16,false,false
48,158,50,0,16,false,false
98,43,115,0,16,false,false
60,117,79,0,16,false,false
95,91,70,0,16,false,false
94,69,93,0,16,false,false
95,85,76,0,16,false,false
92,55,109,0,16,false,false
73,83,100,0,16,false,false
117,62,77,0,16,false,false
96,121,39,0,16,false,false
47,69,140,0,16,false,false
159,76,21,0,16,false,false
25,81,150,0,16,false,false
199,46,11,0,16,false,false
20,108,128,0,16,false,false
138,98,20,0,16,false,false
42,31,183,0,16,false,false
65,146,45,0,16,false,false
103,59,94,0,16,false,false
53,124,79,0,16,false,false
145,57,54,0,16,false,false
27,95,134,0,16,false,false
146,96,14,0,16,false,false
32,39,185,0,16,false,false
71,128,57,0,16,false,false
81,44,131,0,16,false,false
43,189,24,0,16,false,false
48,12,196,0,16,false,false
79,158,19,0,16,false,false
29,51,176,0,16,false,false
188,53,15,0,16,false,false
14,184,58,0,16,false,false
108,13,135,0,16,false,false
69,187,0,0,16,false,false
0,256,0,0,16,false,false
