R,P,S,M,Size,Well Mixed,Random
60,76,66,54,16,true,true
36,63,131,26,16,true,true
44,42,154,16,16,true,true
117,63,62,14,16,true,true
95,127,8,26,16,true,true
234,0,5,17,16,true,true
203,0,0,53,16,true,true
139,0,0,117,16,true,true
102,0,0,154,16,true,true
139,0,0,117,16,true,true
99,0,0,157,16,true,true
61,0,0,195,16,true,true
60,0,0,196,16,true,true
133,0,0,123,16,true,true
133,0,0,123,16,true,true
107,0,0,149,16,true,true
86,0,0,170,16,true,true
100,0,0,156,16,true,true
120,0,0,136,16,true,true
100,0,0,156,16,true,true
110,0,0,146,16,true,true
57,0,0,199,16,true,true
86,0,0,170,16,true,true
82,0,0,174,16,true,true
43,0,0,213,16,true,true
58,0,0,198,16,true,true
99,0,0,157,16,true,true
88,0,0,168,16,true,true
67,0,0,189,16,true,true
141,0,0,115,16,true,true
118,0,0,138,16,true,true
162,0,0,94,16,true,true
132,0,0,124,16,true,true
154,0,0,102,16,true,true
181,0,0,75,16,true,true
174,0,0,82,16,true,true
128,0,0,128,16,true,true
138,0,0,118,16,true,true
154,0,0,102,16,true,true
107,0,0,149,16,true,true
151,0,0,105,16,true,true
135,0,0,121,16,true,true
134,0,0,122,16,true,true
132,0,0,124,16,true,true
159,0,0,97,16,true,true
188,0,0,68,16,true,true
196,0,0,60,16,true,true
195,0,0,61,16,true,true
216,0,0,40,16,true,true
214,0,0,42,16,true,true
247,0,0,9,16,true,true
256,0,0,0,16,true,true
