R,P,S,M,Size,Well Mixed,Random
92,51,113,0,16,false,false
89,138,29,0,16,false,false
88,33,135,0,16,false,false
18,135,103,0,16,false,false
176,33,47,0,16,false,false
21,138,97,0,16,false,false
106,88,62,0,16,false,false
70,64,122,0,16,false,false
95,90,71,0,16,false,false
77,54,125,0,16,false,false
85,159,12,0,16,false,false
88,40,128,0,16,false,false
42,193,21,0,16,false,false
29,27,200,0,16,false,false
132,102,22,0,16,false,false
102,23,131,0,16,false,false
84,130,42,0,16,false,false
64,32,160,0,16,false,false
107,108,41,0,16,false,false
70,56,130,0,16,false,false
67,108,81,0,16,false,false
120,67,69,0,16,false,false
78,36,142,0,16,false,false
59,168,29,0,16,false,false
106,27,123,0,16,false,false
17,236,3,0,16,false,false
0,87,169,0,16,false,false
0,0,256,0,16,false,false
