R,P,S,M,Size,Well Mixed,Random
101,95,60,0,16,false,false
71,110,75,0,16,false,false
118,80,58,0,16,false,false
29,132,95,0,16,false,false
124,87,45,0,16,false,false
50,65,141,0,16,false,false
117,71,68,0,16,false,false
66,76,114,0,16,false,false
107,107,42,0,16,false,false
45,43,168,0,16,false,false
126,102,28,0,16,false,false
62,29,165,0,16,false,false
129,80,47,0,16,false,false
66,138,52,0,16,false,false
103,43,110,0,16,false,false
17,120,119,0,16,false,false
117,64,75,0,16,false,false
74,103,79,0,16,false,false
98,98,60,0,16,false,false
94,44,118,0,16,false,false
74,131,51,0,16,false,false
48,13,195,0,16,false,false
127,94,35,0,16,false,false
87,32,137,0,16,false,false
66,104,86,0,16,false,false
165,33,58,0,16,false,false
4,239,13,0,16,false,false
0,31,225,0,16,false,false
0,0,256,0,16,false,false
