R,P,S,M,Size,Well Mixed,Random
55,89,28,84,16,false,true
30,38,147,41,16,false,true
105,69,44,38,16,false,true
44,81,97,34,16,false,true
135,26,43,52,16,false,true
17,160,27,52,16,false,true
48,27,125,56,16,false,true
90,74,45,47,16,false,true
37,109,56,54,16,false,true
106,50,46,54,16,false,true
28,137,52,39,16,false,true
20,38,152,46,16,false,true
162,0,24,70,16,false,true
225,0,0,31,16,false,true
222,0,0,34,16,false,true
224,0,0,32,16,false,true
214,0,0,42,16,false,true
222,0,0,34,16,false,true
248,0,0,8,16,false,true
224,0,0,32,16,false,true
212,0,0,44,16,false,true
171,0,0,85,16,false,true
178,0,0,78,16,false,true
176,0,0,80,16,false,true
197,0,0,59,16,false,true
202,0,0,54,16,false,true
187,0,0,69,16,false,true
185,0,0,71,16,false,true
201,0,0,55,16,false,true
213,0,0,43,16,false,true
193,0,0,63,16,false,true
185,0,0,71,16,false,true
218,0,0,38,16,false,true
229,0,0,27,16,false,true
218,0,0,38,16,false,true
188,0,0,68,16,false,true
164,0,0,92,16,false,true
167,0,0,89,16,false,true
143,0,0,113,16,false,true
128,0,0,128,16,false,true
160,0,0,96,16,false,true
174,0,0,82,16,false,true
167,0,0,89,16,false,true
169,0,0,87,16,false,true
186,0,0,70,16,false,true
187,0,0,69,16,false,true
166,0,0,90,16,false,true
176,0,0,80,16,false,true
164,0,0,92,16,false,true
156,0,0,100,16,false,true
158,0,0,98,16,false,true
143,0,0,113,16,false,true
169,0,0,87,16,false,true
192,0,0,64,16,false,true
176,0,0,80,16,false,true
179,0,0,77,16,false,true
165,0,0,91,16,false,true
177,0,0,79,16,false,true
179,0,0,77,16,false,true
186,0,0,70,16,false,true
169,0,0,87,16,false,true
204,0,0,52,16,false,true
163,0,0,93,16,false,true
171,0,0,85,16,false,true
189,0,0,67,16,false,true
202,0,0,54,16,false,true
210,0,0,46,16,false,true
233,0,0,23,16,false,true
223,0,0,33,16,false,true
223,0,0,33,16,false,true
215,0,0,41,16,false,true
197,0,0,59,16,false,true
182,0,0,74,16,false,true
221,0,0,35,16,false,true
227,0,0,29,16,false,true
208,0,0,48,16,false,true
216,0,0,40,16,false,true
190,0,0,66,16,false,true
195,0,0,61,16,false,true
207,0,0,49,16,false,true
242,0,0,14,16,false,true
244,0,0,12,16,false,true
243,0,0,13,16,false,true
254,0,0,2,16,false,true
256,0,0,0,16,false,true
