R,P,S,M,Size,Well Mixed,Random
52,33,24,147,16,true,true
0,58,21,177,16,true,true
0,1,79,176,16,true,true
0,0,69,187,16,true,true
0,0,69,187,16,true,true
0,0,87,169,16,true,true
0,0,78,178,16,true,true
0,0,75,181,16,true,true
0,0,42,214,16,true,true
0,0,104,152,16,true,true
0,0,127,129,16,true,true
0,0,124,132,16,true,true
0,0,104,152,16,true,true
0,0,99,157,16,true,true
0,0,65,191,16,true,true
0,0,40,216,16,true,true
0,0,24,232,16,true,true
0,0,29,227,16,true,true
0,0,21,235,16,true,true
0,0,38,218,16,true,true
0,0,0,256,16,true,true
