R,P,S,M,Size,Well Mixed,Random
124,68,64,0,16,false,false
37,94,125,0,16,false,false
144,77,35,0,16,false,false
22,134,100,0,16,false,false
112,71,73,0,16,false,false
158,36,62,0,16,false,false
12,198,46,0,16,false,false
109,22,125,0,16,false,false
70,124,62,0,16,false,false
98,73,85,0,16,false,false
100,127,29,0,16,false,false
35,31,190,0,16,false,false
160,77,19,0,16,false,false
30,79,147,0,16,false,false
118,42,96,0,16,false,false
55,111,90,0,16,false,false
124,91,41,0,16,false,false
111,75,70,0,16,false,false
75,59,122,0,16,false,false
94,99,63,0,16,false,false
39,99,118,0,16,false,false
170,48,38,0,16,false,false
40,50,166,0,16,false,false
140,59,57,0,16,false,false
48,95,113,0,16,false,false
74,106,76,0,16,false,false
139,54,63,0,16,false,false
15,109,132,0,16,false,false
171,49,36,0,16,false,false
8,59,189,0,16,false,false
122,12,122,0,16,false,false
73,166,17,0,16,false,false
0,41,215,0,16,false,false
0,0,256,0,16,false,false
