R,P,S,M,Size,Well Mixed,Random
65,78,67,46,16,true,true
37,67,28,124,16,true,true
74,7,35,140,16,true,true
93,0,3,160,16,true,true
144,0,0,112,16,true,true
121,0,0,135,16,true,true
118,0,0,138,16,true,true
123,0,0,133,16,true,true
173,0,0,83,16,true,true
165,0,0,91,16,true,true
164,0,0,92,16,true,true
166,0,0,90,16,true,true
98,0,0,158,16,true,true
151,0,0,105,16,true,true
168,0,0,88,16,true,true
198,0,0,58,16,true,true
197,0,0,59,16,true,true
178,0,0,78,16,true,true
177,0,0,79,16,true,true
192,0,0,64,16,true,true
212,0,0,44,16,true,true
184,0,0,72,16,true,true
186,0,0,70,16,true,true
204,0,0,52,16,true,true
237,0,0,19,16,true,true
251,0,0,5,16,true,true
238,0,0,18,16,true,true
225,0,0,31,16,true,true
255,0,0,1,16,true,true
256,0,0,0,16,true,true
