R,P,S,M,Size,Well Mixed,Random
64,42,102,48,16,false,true
53,31,137,35,16,false,true
105,84,35,32,16,false,true
0,77,139,40,16,false,true
0,0,217,39,16,false,true
0,0,207,49,16,false,true
0,0,199,57,16,false,true
0,0,197,59,16,false,true
0,0,241,15,16,false,true
0,0,233,23,16,false,true
0,0,212,44,16,false,true
0,0,180,76,16,false,true
0,0,175,81,16,false,true
0,0,195,61,16,false,true
0,0,151,105,16,false,true
0,0,148,108,16,false,true
0,0,154,102,16,false,true
0,0,136,120,16,false,true
0,0,151,105,16,false,true
0,0,133,123,16,false,true
0,0,87,169,16,false,true
0,0,110,146,16,false,true
0,0,88,168,16,false,true
0,0,68,188,16,false,true
0,0,36,220,16,false,true
0,0,28,228,16,false,true
0,0,32,224,16,false,true
0,0,10,246,16,false,true
0,0,7,249,16,false,true
0,0,24,232,16,false,true
0,0,27,229,16,false,true
0,0,18,238,16,false,true
0,0,8,248,16,false,true
0,0,2,254,16,false,true
0,0,0,256,16,false,true
