R,P,S,M,Size,Well Mixed,Random
115,33,108,0,16,false,false
24,210,22,0,16,false,false
93,11,152,0,16,false,false
34,202,20,0,16,false,false
68,42,146,0,16,false,false
46,148,62,0,16,false,false
46,35,175,0,16,false,false
70,144,42,0,16,false,false
98,48,110,0,16,false,false
62,81,113,0,16,false,false
158,38,60,0,16,false,false
8,227,21,0,16,false,false
103,15,138,0,16,false,false
119,100,37,0,16,false,false
39,82,135,0,16,false,false
104,94,58,0,16,false,false
50,88,118,0,16,false,false
104,86,66,0,16,false,false
122,65,69,0,16,false,false
55,130,71,0,16,false,false
153,26,77,0,16,false,false
52,132,72,0,16,false,false
119,39,98,0,16,false,false
37,112,107,0,16,false,false
111,66,79,0,16,false,false
14,108,134,0,16,false,false
193,35,28,0,16,false,false
9,161,86,0,16,false,false
136,54,66,0,16,false,false
12,138,106,0,16,false,false
234,8,14,0,16,false,false
58,150,48,0,16,false,false
134,26,96,0,16,false,false
12,164,80,0,16,false,false
183,0,73,0,16,false,false
256,0,0,0,16,false,false
