R,P,S,M,Size,Well Mixed,Random
99,75,82,0,16,true,false
103,84,69,0,16,true,false
41,113,102,0,16,true,false
130,43,83,0,16,true,false
105,116,35,0,16,true,false
55,101,100,0,16,true,false
141,41,74,0,16,true,false
43,135,78,0,16,true,false
8,65,183,0,16,true,false
6,104,146,0,16,true,false
9,227,20,0,16,true,false
12,235,9,0,16,true,false
130,124,2,0,16,true,false
70,132,54,0,16,true,false
58,70,128,0,16,true,false
135,36,85,0,16,true,false
114,112,30,0,16,true,false
33,146,77,0,16,true,false
86,40,130,0,16,true,false
93,124,39,0,16,true,false
33,81,142,0,16,true,false
121,77,58,0,16,true,false
40,156,60,0,16,true,false
1,181,74,0,16,true,false
30,213,13,0,16,true,false
197,55,4,0,16,true,false
224,24,8,0,16,true,false
112,4,140,0,16,true,false
0,115,141,0,16,true,false
0,0,256,0,16,true,false
