R,P,S,M,Size,Well Mixed,Random
75,42,76,63,16,false,true
5,115,15,121,16,false,true
0,83,25,148,16,false,true
0,18,146,92,16,false,true
0,0,152,104,16,false,true
0,0,180,76,16,false,true
0,0,188,68,16,false,true
0,0,179,77,16,false,true
0,0,151,105,16,false,true
0,0,191,65,16,false,true
0,0,203,53,16,false,true
0,0,214,42,16,false,true
0,0,194,62,16,false,true
0,0,185,71,16,false,true
0,0,195,61,16,false,true
0,0,186,70,16,false,true
0,0,171,85,16,false,true
0,0,122,134,16,false,true
0,0,123,133,16,false,true
0,0,156,100,16,false,true
0,0,169,87,16,false,true
0,0,132,124,16,false,true
0,0,131,125,16,false,true
0,0,171,85,16,false,true
0,0,189,67,16,false,true
0,0,230,26,16,false,true
0,0,237,19,16,false,true
0,0,246,10,16,false,true
0,0,256,0,16,false,true
