R,P,S,M,Size,Well Mixed,Random
40,76,66,74,16,false,true
71,20,77,88,16,false,true
56,67,40,93,16,false,true
61,41,78,76,16,false,true
53,67,48,88,16,false,true
69,40,43,104,16,false,true
74,30,102,50,16,false,true
83,85,44,44,16,false,true
90,83,54,29,16,false,true
43,64,108,41,16,false,true
112,18,97,29,16,false,true
56,128,30,42,16,false,true
108,20,81,47,16,false,true
69,125,32,30,16,false,true
42,13,165,36,16,false,true
106,104,17,29,16,false,true
41,87,122,6,16,false,true
120,76,60,0,16,false,true
54,116,86,0,16,false,true
125,76,55,0,16,false,true
73,66,117,0,16,false,true
47,172,37,0,16,false,true
15,11,230,0,16,false,true
230,15,11,0,16,false,true
22,234,0,0,16,false,true
0,256,0,0,16,false,true
