R,P,S,M,Size,Well Mixed,Random
55,109,92,0,16,false,false
108,110,38,0,16,false,false
95,31,130,0,16,false,false
21,168,67,0,16,false,false
190,43,23,0,16,false,false
57,82,117,0,16,false,false
53,143,60,0,16,false,false
146,43,67,0,16,false,false
33,94,129,0,16,false,false
137,93,26,0,16,false,false
27,96,133,0,16,false,false
139,34,83,0,16,false,false
39,143,74,0,16,false,false
105,35,116,0,16,false,false
45,145,66,0,16,false,false
104,45,107,0,16,false,false
51,93,112,0,16,false,false
160,61,35,0,16,false,false
50,122,84,0,16,false,false
121,62,73,0,16,false,false
76,59,121,0,16,false,false
97,78,81,0,16,false,false
92,106,58,0,16,false,false
119,73,64,0,16,false,false
57,91,108,0,16,false,false
80,150,26,0,16,false,false
104,18,134,0,16,false,false
19,180,57,0,16,false,false
31,11,214,0,16,false,false
90,161,5,0,16,false,false
2,132,122,0,16,false,false
61,15,180,0,16,false,false
79,123,54,0,16,false,false
125,64,67,0,16,false,false
62,41,153,0,16,false,false
70,144,42,0,16,false,false
179,37,40,0,16,false,false
0,256,0,0,16,false,false
