R,P,S,M,Size,Well Mixed,Random
89,57,57,53,16,false,true
70,51,64,71,16,false,true
70,52,39,95,16,false,true
4,131,25,96,16,false,true
0,18,138,100,16,false,true
0,0,195,61,16,false,true
0,0,227,29,16,false,true
0,0,235,21,16,false,true
0,0,226,30,16,false,true
0,0,220,36,16,false,true
0,0,232,24,16,false,true
0,0,236,20,16,false,true
0,0,221,35,16,false,true
0,0,222,34,16,false,true
0,0,232,24,16,false,true
0,0,237,19,16,false,true
0,0,244,12,16,false,true
0,0,247,9,16,false,true
0,0,256,0,16,false,true
