R,P,S,M,Size,Well Mixed,Random
64,37,93,62,16,false,true
74,64,19,99,16,false,true
29,82,27,118,16,false,true
0,90,95,71,16,false,true
0,4,174,78,16,false,true
0,0,166,90,16,false,true
0,0,153,103,16,false,true
0,0,113,143,16,false,true
0,0,62,194,16,false,true
0,0,60,196,16,false,true
0,0,83,173,16,false,true
0,0,84,172,16,false,true
0,0,97,159,16,false,true
0,0,104,152,16,false,true
0,0,93,163,16,false,true
0,0,97,159,16,false,true
0,0,103,153,16,false,true
0,0,110,146,16,false,true
0,0,101,155,16,false,true
0,0,60,196,16,false,true
0,0,46,210,16,false,true
0,0,25,231,16,false,true
0,0,56,200,16,false,true
0,0,56,200,16,false,true
0,0,110,146,16,false,true
0,0,130,126,16,false,true
0,0,136,120,16,false,true
0,0,125,131,16,false,true
0,0,90,166,16,false,true
0,0,93,163,16,false,true
0,0,138,118,16,false,true
0,0,173,83,16,false,true
0,0,194,62,16,false,true
0,0,206,50,16,false,true
0,0,227,29,16,false,true
0,0,243,13,16,false,true
0,0,234,22,16,false,true
0,0,230,26,16,false,true
0,0,238,18,16,false,true
0,0,235,21,16,false,true
0,0,241,15,16,false,true
0,0,252,4,16,false,true
0,0,256,0,16,false,true
